id;nome;nazione;citta;indirizzo;latitudine;longitudine;prezzoMedio;takeAway;booking;tipoCucina;descrizione;servizi;recensioniIDs
810;Liuka;Portugal;Cova da Iria;805 Warbler Plaza;39.6352297;-8.6888467;64;true;true;Sweden;96144009066135459984485732154788068242119319995033884720820546645410164689842809 72324607504193676905787;43920230538488000229206939017138771628004996548742084589657686227551440171239738 28960695021802236624213;
811;Ferdie;France;Chambéry;6 Nelson Plaza;45.5641261;5.9680907;23;true;true;Syria;39174356080744576335670867814133757279898353207711647193799140220468616676067907 97896970910580838141452;08381914497546036469450356312490958472915710053115564652416526087854511187494108 86717290074015306946682;
812;Vincenty;Russia;Yessentukskaya;22 Daystar Terrace;44.0328;42.8813;90;true;false;Belarus;23937264841224992114893343542871425126300529729800109004110990597414062178883236 03610934561428581827158;65749605518020823876037094724112893921452533579773861932730854037819352240974633 10031737038931228303777;
813;Thomas;Egypt;Dhahab;9105 Harper Trail;28.5091355;34.5136344;75;true;true;China;00948578205730982471514457230588965585921770109639994817054155223326334863068028 10358289399674746231933;93691328886143079883586803733386183478153837458333571200478543293880687256421391 88188590381736639924016;
814;Caressa;Sweden;Moholm;7929 Ilene Center;58.6073483;14.0368868;94;true;true;Colombia;51386158149916312176705730256395896275813981458255217541863858730279773835738026 41012297755238604402267;09529213580332369901144768436545023234041631072133479142675241700953693375152942 59810267148017976811281;
815;Hanny;Peru;Cuispes;42 Kipling Junction;-5.9285726;-77.9438811;5;false;true;Brazil;93767335208596373879137421817765312740371964508532894391752232096693309350460413 67462476814930589295681;08450248128111145516582738937803908428715651630418963406266304435304874403781800 33464873311541124256398;
816;Prentiss;Sweden;Strömsund;193 Anderson Parkway;63.8294111;15.3600636;40;true;true;China;44799971909653247046231350449132525775315179099875319684532207688943010219155629 09364062505534367713960;71360405482520682860788313868860321544730629216119827458452158340365039934377519 10407002123499288074269;
817;Ansel;Moldova;Căuşeni;972 Rigney Avenue;46.9962539;28.8716267;12;true;true;Portugal;95508253709574871932651976170303851051631982434072446107869104176689408716534926 49698782587777939714471;83186151022404141914248436351292232950363383286667815013666594101320303646653455 89736550681058921336778;
818;Mildrid;Marshall Islands;Likiep;075 Green Ridge Road;9.82511;169.31065;96;false;false;Indonesia;65675400641445186850935975314253833747324703795912324579288300315960459541900012 99339116886754283411232;13871178249119354675458795494915071212235193630837174549771621859505387481537862 13160265942502801595331;
819;Thorny;Russia;Bystryanka;14064 Gateway Place;52.2215511;85.7616347;49;false;true;Mongolia;18801564570059695003257178232498127339216133659328018186960996364306702747547184 58884489284919805888049;82974668298504352712402483252589768208892799949815137572842713815438737394646621 36911074638663320239409;
820;Nobe;Mexico;Independencia;8663 Logan Drive;22.7315115;-98.9735333;31;true;false;Netherlands;02463683689986183968789974286478593442373157266799854728270703707907308584196639 17656421332883069729622;57570652439320683390322686026010054784237811194172576081294555378292554200894837 58829449409130248516412;
821;Van;Malaysia;Kota Kinabalu;25 Milwaukee Terrace;5.9840985;116.0761121;52;false;true;Ukraine;18882795951573596679238632136978178890584945446685596761320545936415819635601747 98050125233685295324440;82631794537958902678835839535643560178153377164957859846749110962273684670279857 17460184339455477742381;
822;Remington;Netherlands;Haarlem;8 Hoard Circle;52.3811357;4.6419648;3;false;false;Indonesia;48322984223560690162768673322200515241260457091391084604115066046990031944147127 45692043811554109505245;65216437638439219917740318937100096769232898559347360958889167978850147226613137 58182659567234423440319;
823;Faulkner;China;Jiangkou;86976 Chinook Street;27.69965;108.839557;72;true;false;Albania;69535068390003197103664867950518992620011624007171388829051654009070590074002939 22475783867654303778853;63303128452846342731715402787565225052858101909973082813814927846754499107416084 09218105489983436484466;
824;Hill;Burundi;Muramvya;41035 Crescent Oaks Drive;-3.2898398;29.6499162;36;true;true;Indonesia;85326022134040400910536656545426604548172598800318769268729523663086525456119919 59545205253554909654514;19981555266196318780286262209467815951847358115553439249324033033855352185491252 63331778443804169631301;
825;Felisha;Philippines;Parang;2 Melvin Park;7.32688;124.297205;64;true;false;Brazil;60145607554096985874994893087490159817647141238747502430615497116457111328594718 45968841237549075255230;56899713017362429485104048637076032066863066155064049526127947979854842913050438 64111621023755658887740;
826;Ramsay;Thailand;Non Sung;38 Hanover Plaza;15.1805822;102.2575235;30;false;true;Indonesia;20105456089571574941260609244465506542518101788875262681677922280796332706609670 88933605834354710087883;54249031067652662246104695806897613375513062146379687279830978441153122271862437 44433392761447630041965;
827;Sawyere;Brazil;Ipauçu;572 Nelson Center;-23.0552782;-49.623678;38;true;false;Peru;84763262519748637927464063544158743108226092172774351640039424685427448461289267 39357416484566099366688;17954273668290393753791108309582409155682822614643164023329274776235111028041805 26633191949114368912326;
828;Avivah;Indonesia;Tireman Timur;3 American Road;-6.7076379;111.3709499;38;true;true;Portugal;84304406857715587766764611176723011936695075395931635005462785266074181802601452 70898183974519403535496;07354094835286848863317786148367550467314420425946544278565297256026452936759557 13260218200553447235024;
829;Korie;Poland;Tokarnia;65925 Farwell Avenue;49.7392784;19.8619324;86;true;false;China;33879850458890494941796111215544617961774165430853021656562679877285919678556307 95032105482924299164378;78500292332976107850877311170185372864860198781401372441315656374733291635518380 79958525632232889966632;
830;Mordecai;Serbia;Knjazevac;3702 Memorial Terrace;43.5660829;22.2466754;40;true;false;Bosnia and Herzegovina;16975283912692595612403774845574410686078866243043147016906580967384736422990503 50842703048594358448220;80596394365596881462359096811991219790211140134341935427846109080534650243088061 23981965559540064791541;
831;Tildi;Portugal;Santo Adrião Vizela;656 Meadow Vale Alley;41.3620123;-8.2829824;20;false;false;Sweden;58065800714353057359123237405858608482818066987102189477957237440787747316828646 88838117018269120874317;84240780413783268745372139512957735835403706658432949736543059946820040322484919 15520866453723163953092;
832;Chanda;Peru;Yurimaguas;67 Debs Hill;-5.9007717;-76.1129048;21;true;true;Sweden;13011880635585080844868664349456962536230370286520449413857766396223651101300145 31029445007134577041955;03331017741425013312073039059955481106803557683593129271168796541290280971021810 10641395437824231091982;
833;Keslie;China;Gongping;3 Northland Park;29.265836;103.552514;33;false;false;China;06993804903121022824535781603906362092575947662758517457347405457086953381489925 40825795978691585205178;27938055201979909903814929340516465026009115101373590226939629941673989711548407 17041411116237381403340;
834;Astrid;Indonesia;Sukaratu;25775 Lakeland Lane;-7.2739902;108.1250791;1;false;false;Russia;06804260489968788983346086861045435655784964667685957869086638306415850224024366 53813904939640723318374;22992167898870469054776743934113919419777713857404852416328013852040147421657560 68736133521135873278396;
835;Lorry;Finland;Koski Tl;091 Veith Park;60.6569706;23.1385333;100;false;true;United States;77169618194009901622243982025695468319237764418205357184752153950892711173434979 03241079143839397981507;27061042894097223316696769319376113793526201300672062028866325264294627211626167 87557511831732673774472;
836;Levi;Indonesia;Plereyan;2897 Vahlen Road;-8.0450166;113.87632;67;false;false;United States;24798920348881454971785303753946516096788295709609707257274336170408408632826329 63169447033517049563371;43890128772665222689834684437392449479921511726588342998952331712152873620375641 53758093937330895244052;
837;Vittorio;Philippines;Tongouson;7 Charing Cross Place;5.0214;120.1328;93;false;true;Russia;59055170831214254718681634001953321362844350314584966246139886716444877036012513 37298577399873826249925;35373238387302132486239594982122920120921568532063161738737765922335097553807180 44490094677144605597489;
838;Gamaliel;Poland;Parchowo;243 Dayton Plaza;54.2064439;17.6677767;60;true;false;Indonesia;05452952060670880214708212801397647475877728529234282845511960213379502633408005 94314951090680302965409;55347175377561179341097051517582731556135346555287783372963915800495589775220059 23544243623833667222283;
839;Jammie;China;Xianlong;45 5th Center;29.4778934;106.4352907;61;true;true;China;02260390603826309111683914321631160115971660030203658432322697949030189448412504 67606832480637165377097;80042811678485352537099844640311290931895971396875425335511713128653461311827788 78687542028938871230937;
840;Raine;Philippines;Maramag;772 Moose Street;7.780305;125.011558;88;false;true;Thailand;26211754817156520121670823221989754668713796961496997765848275365651851681637356 60012261463679797777224;93403006990326725618890417020031912048168458884840054604788646376322961692306344 05803047334464723422737;
841;Evvie;Russia;Dubna;7133 Main Avenue;56.7375175;37.1660882;28;false;true;Netherlands;99532650035609494718489535719243481131833639667498311221315282559362493895251908 69268206916987899832004;99887000363072707583721043832085268370685915428709794988822945210034154901423209 42792020448961741468140;
842;Andriana;Morocco;Hassi Berkane;42 Hermina Avenue;34.839107;-2.8670625;87;false;false;Iran;75880627569636538527133149162410898682380551581987278095078977820901762367604844 80479934554607244442480;03598485164109776832754812186411945386637356943542056804385183732840840508923090 54131916257541918584588;
843;Elfrida;Cameroon;Bafoussam;8097 Graedel Alley;5.4807517;10.4284178;92;true;false;France;72925182546666495902128566160691160898606763462816231749337292105060227577394891 22131314778458463659707;26727411629323687861125786760732125409342385549996413672964529620461430890273592 75111360193927981813913;
844;Boyd;Afghanistan;Qal‘ah-ye Kuhnah;1386 Bultman Crossing;32.61591;63.66681;45;false;false;Thailand;41416542068418578564033958958962618421810799446261293665991259012460582428022228 73397548188904005846264;51916318860509176188445028486758514328919416442634843347754117030851776153490025 81289467899158230397131;
845;Chloette;France;Nantes;4 Crest Line Way;47.2174874;-1.5419505;60;false;false;Canada;25006582858275122708158697798279854976335594431834769299989326876658801474216251 67343412372681174785413;24703251250896187114499139225983139140887402153169806118652966301181487698721336 83155035375574556257142;
846;Brittani;Greece;Stírion;7472 Leroy Way;38.4;22.71667;80;true;false;Philippines;39684739637484220167395996353735079874237252319326695813672607876174514786330552 92687519694980902460536;86194139881645668006562550162454741151373416344211657548150234902912184457726960 00571699914715322973936;
847;Georgeta;Indonesia;Pahing Pamulihan;35 Northfield Plaza;-6.9592076;108.5244179;97;false;true;China;09305715736864966555603818985362744383150557182623152618915343714027002361634420 15307490015452807448797;06142737689935308985322663468890168748397985127781810997783450045184028985236759 13836655488396599324295;
848;Anderea;Czech Republic;Herálec;08 Farmco Street;49.6870858;15.9920641;15;false;false;Croatia;40916135369327428199739165597904915746277812559224869476594241700292561660838647 39990453212376446980913;53470500500934353686658272684253412859073162056230649362779872085893702145698160 94323264447795550185818;
849;Rey;Netherlands;Rijswijk;81067 Sloan Street;52.0393765;4.3161176;13;true;true;Brazil;58374195007684264935618286755410921709204463550742700225465125049481889691109943 29775671561661449168447;03292271190679681838236389489697396935086041785056388294032003090088863019414318 24106884473901530677555;
850;Angelika;France;Marseille;347 Oak Valley Avenue;43.3293419;5.3835222;57;true;false;Brazil;98081624992358333857613253451586496833019855648621907431518914619814395975473468 72404663718381228600542;58398975161257236788368673555479195471956244459592166156416347235936702998556766 53346846384011106747814;
851;Josephina;Philippines;Alegria;3953 Bonner Alley;14.5020933;121.0309165;73;true;true;China;71601335371405834593581609207588085087925911070801809338400843534391667031711621 20547014071616721840490;08855432309334587690563829477831661824534569021803086413578504030032592987550473 23925695339339118288097;
852;Sydel;Russia;Lysogorskaya;2 Waywood Park;44.1034877;43.2768364;71;false;false;Bulgaria;37090606030315657966369029233732358014065394570119059115625697367639315273584796 05288138499746831387998;51267481329711508533208589738440354320458417198008281670804975989427656442578211 96955963761991636529262;
853;Caro;China;Gantang;9424 Bartillon Lane;24.063883;99.200253;58;false;false;Poland;82015779057117989453874407093559794055439178592552679628211489892423232168960496 51174114047358146355877;12325739728318196120360456981269497168873107734587920815161830193401433132697917 82416488031737348824378;
854;Nil;Moldova;Rîşcani;5484 Becker Plaza;47.7787755;27.8884238;58;false;true;Portugal;87635192817957031440238269580933425919127941090539732823544112357498689145750993 41238143583655247666610;34589161598463070575336019985302708167686915462914147288690537394820165513612605 13473408198715242376485;
855;Rabbi;Poland;Czarna Woda;6390 Troy Avenue;53.84455;18.09998;31;false;false;China;68758069101726168034119733926625667935350774665703895913666499658094765712815023 76566212368890289009106;99975620105293449907328038922286192064762186329476351008239837339150186483316816 94356929463510295259062;
856;Rosina;China;Hecheng;540 Green Court;27.578926;110.040315;71;true;true;Brazil;54777950094843640929291103452704853134237686471465608956619187482684439323387642 14038540131891913901281;08863306169928545964120657049890441882927257685693856873467541383742586669239858 54749495879776228652491;
857;Rodrick;Portugal;Moita da Roda;2 Hollow Ridge Pass;39.8329746;-8.7978131;77;true;false;Indonesia;76477059477813979595331520487901985458571728658342235240870299098665428599554115 19563968862821879614815;78906475226329760691456565742240344808518420480839563588183493845546289109739184 32942669821896464845560;
858;Garreth;Ivory Coast;Adzopé;2966 Nevada Street;6.1071457;-3.8553507;10;true;false;Poland;56743804961167347538212024655003918825634731268651677813367995229688922167932985 10421333309023440599728;29914581641873694886501844120782198262935878428629897493616746528271415010645157 26216045141781449887382;
859;Reggie;Greece;Gérakas;3 Waxwing Pass;38.0117509;23.8548387;78;false;false;Philippines;73729341157698473234793579325713532690644627622181894616502611508088213332944218 95530557023368218565771;20217458455508066193131385447868633666891080426714085775775376573799704235289965 61254580116821521104014;
860;Lawry;China;Yinji;511 Myrtle Street;36.902846;116.331293;31;true;true;Sierra Leone;32284667893554509482698828860779441870571030682133941451977535923381470489389008 63561145276966161012153;75183772743393663975701230821898330150952317274648055309551019362189953236098779 05220299693671578256799;
861;Sherill;Sweden;Burträsk;2 Springs Court;64.6025198;20.4852704;31;false;false;France;36350144838700980966214943128097132293314038386644107439631457754760021000607377 06110172782145479076452;65552784666116963253885697680421295679089187581431086148780889916949078259065499 27073306602937611810602;
862;Reid;Peru;Taurisma;15911 Moulton Hill;-15.18339;-72.858932;7;false;true;Dominican Republic;91704415463138054318877725534346702348335385542052305337417362463633709006977081 58356157563738191409684;31555953095115048100446898168445837384711348040277476013346302100467273489184514 86558035027259752175122;
863;Stillman;Serbia;Novi Slankamen;566 Park Meadow Hill;45.1088945;20.2323594;91;true;true;France;60243211216983178091592524401081179801509582972178795236199044887780762908634129 91402811060381821782852;31645473181731467780241514584482005799956085013895494213233327188642556603906623 20238319116056059705359;
864;Baillie;Mexico;Vicente Guerrero;220 7th Drive;18.2574908;-93.2212883;48;true;false;Indonesia;94007195690454670244264778297102638311430990101579933042494629818693326610536022 76403643401889818124106;08615608077309435676647934578027171177816033680218171343761775929549146281496682 28932473988241988245876;
865;Averil;Philippines;Amio;25113 Fairfield Lane;14.83302;120.2805849;96;false;false;China;45470748642227240344431330905320908627765589019907961790440283194915258146294041 52958842928046184551530;33099182842656671635937015140953061619665490318813597465687903870893336955115131 44292715473720910992932;
866;Kacy;Canada;Bonavista;06244 Schiller Parkway;48.64989;-53.11474;73;true;true;United States;86176498444837470728856891719333335446507371585416554837951656129600161535756933 01464093116311997999864;79472214321303855844450774087579264502431159036713465209432068568014501649452306 24428893106467906214420;
867;Lulu;Sri Lanka;Peliyagoda;27342 Hanson Crossing;6.964703;79.881693;65;true;true;Azerbaijan;11471960158170712266609654298439959187846098753491064870460221594339499282305798 09343411868550308190444;26536079071740974089977991084374206592030321863848053534179673186094318518382704 28627126139520794935955;
868;Valry;Thailand;Phayakkhaphum Phisai;78577 Thompson Alley;15.5216056;103.2201828;69;true;false;China;83602273196913612522900370921398578332627487485255740876715489358757741968529471 43029461009630208659353;91264488043675323052182868538142679664770642254951397503138648106476302210538190 29587919020890143634595;
869;Helge;Poland;Smolec;6 Sunnyside Crossing;51.0720479;16.881153;44;true;true;Croatia;09244857016461514371026683770493139143623472034550555669118988451226313391309204 80994227539452934445883;16690068624419146914378877010825888250131029243326236110090315445430036462173757 17288388702906541642162;
870;Byron;China;Shezhu;0787 Barby Alley;31.317494;119.276426;89;true;false;Pakistan;29717145376065908970382814549408700526917929792392852749051657831817099468318767 87599390702126637825038;58942598137199941821441486950798066033019537467958670716051357350598005985641581 56358421773271715857643;
871;Kylen;Philippines;Dueñas;708 Starling Pass;14.5008343;121.0485932;76;false;true;Albania;44222617222982774802934447803789637871203373871090923693991699564747454826984288 40197657032848786402176;62159786596886131721326015897434386512841774954528922138793878144254955175167324 60880508805591012075863;
872;Cassius;Sweden;Stockholm;598 Sauthoff Plaza;59.3416126;18.0494344;3;false;false;Yemen;64759691273436948783921288733306454582358739415340987436066056474355733035703144 62389459249700000209765;36575609952237115506702958672058506412264581243478773816624090593747694583090376 48252154982337494166496;
873;Leonie;Ecuador;Salinas;80791 Quincy Court;-2.2233633;-80.958462;27;false;false;Costa Rica;47061289089182660016845100896211238790152251891947275971963738683064405369148762 13976440951971195389537;64379365312579278716443007436880354210148832189410041878957821220981122029457552 19595223055528221563406;
874;Concettina;Sweden;Kumla;991 Prentice Terrace;59.162099;15.2696961;45;false;true;Philippines;57004350294924257074081931930967273544846341309472751745195321513361561571822734 88442880641513059330095;86563928835679027768459450735345453392027059919603099685806756552331192323859333 83780135131468911652819;
875;Dennie;Indonesia;Kajisara;71476 Ilene Alley;-6.87792;115.50689;68;true;true;Poland;55321285130657241742849481659655751235224872117073825305734613662241030733576025 29673914522904097231527;10026153766749836974456784707087086116402300460661828821708327081160395669933986 18048753436965448092255;
876;Tootsie;Portugal;Alcáçovas;729 New Castle Place;38.3884463;-8.1572713;76;false;true;Dominican Republic;42089846230092580353559389429124634008340842189432020480591696790352666761665164 69200378192323239276443;14421864633709576039468908078493061311553945289744415728886543703357549300197897 25681145890755648335319;
877;Ilka;Canada;Albanel;12 Petterle Place;48.882433;-72.4404412;78;false;true;China;11285358013072776610542138058204440555473819679708031606847902557264691915578127 02934289402188909006256;38729837086968321401261322799106807284689186019386041326709855808251165106550718 12080653473814238643233;
878;Clemmy;Swaziland;Piggs Peak;9 Norway Maple Trail;-25.9685155;31.2483291;63;true;true;Iran;95840764135455140291683614094024226378777504177920161786425220830175087887332085 70893192901360546949358;75701777151586779895627930270566675880646288156597985041832890444942846753559043 77868330512838452952491;
879;Marylee;Russia;Elekmonar;34638 Stang Center;51.462471;86.01456;92;false;true;Paraguay;28532755551277919717230319324694993586182186900870433554011155570261556339488229 77064501400610116938527;70893576900295560110964284790434262577049627682868151308664612936103485788192115 79901544371539287043664;
880;Adelheid;Cyprus;Peristerona;29 Hanover Terrace;35.1338673;33.0817144;65;false;true;Indonesia;48645646993494369956685467152723467323870121607704926468337762926352219830550497 92540662633911622352236;77561489875801874234018557194143813085875768169260828544939044021527350407702376 61857007838325714580541;
881;Nickie;Philippines;Talisay;2530 Elka Parkway;14.5618599;121.0130439;93;false;true;Indonesia;08868302017445412283082836469900740215923126776230247686356004679795479413561725 69269945646825649865754;13753718557508608960358654456441641749369763659544779627068500548117911194908267 63727759238434080332062;
882;Normie;Ukraine;Horodne;4 Columbus Circle;51.8911132;31.5958532;86;true;false;Philippines;53609669340571557395537576567401297821714146134338196904936217276925132614214066 33081660899816745029809;57960602021450349196560943094215129191215170850271115868407364236159402789029937 37875252842216510618001;
883;Heloise;Norway;Bergen;91 Forest Run Way;60.4232195;5.3067543;8;false;false;Philippines;19619949751855920285163455331870866647539282819885404834485713978619430180018840 35010349259527167037713;91316033187508535235696049000472325628579063083325759828839287009900005894419987 79802136530481631835201;
884;Cheryl;Zimbabwe;Dete;498 Jackson Place;-18.6236377;26.8615857;16;false;true;Vietnam;18055949122038892436161147006519776001815057591132472446254265053278755243560733 08173171993095386286379;67546369206690690541417476303668931263386777580989991836827522187304117774236828 36754634849228141554207;
885;Wade;Brazil;Estância;68 Cascade Court;-11.268661;-37.43854;18;true;true;Russia;21754318082438245134932740820545535750963827390754449312532829159864831149306396 50229921995370493044664;35954541733081137697805291260306756441246193805698732544933743865058589458636123 91772693228585234143872;
886;Zaria;Saint Kitts and Nevis;Basseterre;1 Grasskamp Way;17.3026058;-62.7176924;1;true;true;Brazil;75407446800880507380028538685894896510454123837783904916960151118944244453208603 76881900624399286408242;55780783002040212625181283596216386217197690940389171442092636019920976432153997 58271694972330618020424;
887;Milo;Brazil;Sarandi;29761 Nelson Circle;-27.946449;-52.9164069;71;true;false;Mongolia;51801849983223337569084052875595938903780760717250024167137053609799830556729560 40320308456119502684250;91216015116337163950118577734991871941240741285378975173588048495055981726593621 90354706564702142233261;
888;Sara;Indonesia;Sumbersewu;6611 Grover Plaza;-8.4031608;114.3371145;35;true;false;China;73594661325177941908706220326432373954999093345577859171936017854848351813122877 40197775613739521497710;53225445242010837366757169547347378155131256581289039372875216731174258691574861 96178117424167717007744;
889;Frederique;Portugal;Arzila;70052 Meadow Vale Lane;40.1832322;-8.554308;82;true;true;Paraguay;98267516293486047450390518705665222094352899774953292749393698293378076022970861 57806526335531497384368;08971899806708669651085876464948441496629077879340580291680829747072521000412116 59500734537941092645077;
890;Gussi;Armenia;Gogaran;668 6th Crossing;40.894048;44.1992229;39;true;true;Yemen;67506047953858973145074339197955754658077316730135049167602545993193982808423433 52179460331786271285800;09508449048807758540909247427121742336301176434994351269845908383544973448294398 45674684391097928236608;
891;Hyacinthie;Cuba;Ciego de Ávila;80424 Walton Court;21.8405365;-78.7589558;68;false;true;China;11949658664090417542812116492721045493251653077422820509883645686255656599177172 53847825529104737117728;83643340832955866679485171999341696618602564421389759308892529839670783058559551 56234742413746941303130;
892;Moises;Indonesia;Mentoro Wetan;49 Butterfield Lane;-6.6993;111.4904;74;false;false;Canada;12637892209579494368038300913541506414462382002405794813441644949481943305184473 95241068295335672094221;65823926608258654984202182243012270278468912167124973227599034162994358460246055 68740297661158792478988;
893;Lennard;Russia;Koksovyy;23 Sachs Drive;56.1252914;86.0314623;26;false;true;China;00680136024465095999846018216184407013995215284635727749524214262050684832051186 12516283243624425598663;30338859336185482786039837269536112353577002733275945456745914171469504819118936 83573118995712323443306;
894;Victor;Canada;Penticton;3 Fairview Hill;49.4991381;-119.5937077;1;false;true;Russia;96021559074728038901610996910298283717822377852746262641534268252210331818155037 26400691099856606053012;97804905417157774258250413215260912931066844272318535495975569221831323270233590 95365475726652933532979;
895;Stavros;Argentina;Huanchillas;8573 Maple Wood Point;-31.4317582;-64.1276288;42;true;true;Philippines;56810050630706877197686744042140908428927523260721418124585305005112896219532094 55998719552027845806295;14122955552983509350778242995227882163574758133671138189327953177801245413692127 01761320049024488978654;
896;Mariejeanne;Peru;Pueblo Nuevo;7261 Jay Drive;-7.1916713;-79.5139718;41;false;true;Indonesia;25291683331790600241006810320703318878924578402190886215837664787039748734176450 27651515375518069453105;38822221785677670414891837170943137517379917824101179301615282424131897917271016 75995332794764454779917;
897;Chelsea;Indonesia;Raksajaya;5 Roth Street;-7.4903037;108.0865424;11;false;false;Ukraine;39329769547290000440978869799428394844706565385031251037490533103421014299922623 76744298744660537222211;64286613852047289056743495007856756023915387651987967516921905440771838977663732 08101836111103212536115;
898;Nevile;Norway;Oslo;747 Manley Trail;59.9581564;10.7840665;29;true;true;Ethiopia;71052082275002426754334074757854417873480960490569583440881863010241240923917876 79662709335376362919228;03904705716127686345131115683962392630203909456528556934109303312744580732328024 08636701937754519251613;
899;Cherie;Colombia;Montería;3450 Milwaukee Trail;8.7078954;-76.0391909;55;false;true;Sweden;97022425729710551078485348903534176444913241124975342001892995817232560168344393 46094481107906580311891;11655306279637296037955225050439354744445571182669031970055624458277399828891289 31582823507779510684743;
900;Farra;Russia;Kizilyurt;6267 4th Park;43.0717734;46.8488828;74;true;false;Poland;25016692483540697478030125232285543688112497143719139802969210392717255980648401 26001436915456123779680;40224488804872083132686873042262949164206221736561714982466164193419426299089340 26392448883700685626191;
901;Felipa;Greece;Rizómata;09923 1st Center;40.3515428;22.2116432;35;false;false;China;28044053299168973887366110748409139670562613395616127099337209615304650056467187 65922333364988494275041;93569493125467059223267830163292839420319071799017499096466380140859073938341674 97082891647449290039599;
902;Charline;Finland;Pudasjärvi;66476 Summit Parkway;65.4211124;26.7641561;51;false;true;China;18419812048574519272593413250949918115988355070496193875574302589270270649600149 30833757654405641836616;29908069656868103094377483087349774789723963568050891757911389123214845900700735 67021619871027231356984;
903;Michail;Indonesia;Bakan;3 Graceland Court;0.5987602;124.297718;46;false;true;Colombia;00619616733961291859664524878217546296543316254244299848716783823565353537616013 04343288849303813866425;39935043523996420410604643576519507085171194132684528017461260600022850319691401 75576556344921091005967;
904;Marylou;Portugal;Passos;69 Gina Trail;41.1296379;-8.5821823;13;true;false;Sweden;54720672201953502177798261959969673464852576482617756483257316145522366888519295 13360493364873662492441;21818414976608710485681767772893841245928771552419411756936699780635990944492535 14312493820544814673114;
905;Rainer;Sweden;Växjö;9 Namekagon Court;56.8521006;14.8183366;46;false;false;Brazil;37964349416644763300777885324581178202991949843163204449279339851656432982857294 35670539196022240460548;74137163626894477642860465131306544223851973879022637031675047444398072024717617 26703968725012224161977;
906;Joleen;Mauritius;Port Louis;26 Del Mar Park;-20.1608912;57.5012222;43;false;false;China;83795003310967180355621225777500389792209088239563246557030127805131581521668114 17606553983622607632473;90869906240680247712418914204315099208704780012290376116537479310889437936800773 96092217680236264405324;
907;Angelico;China;Tongxing;136 Haas Court;27.690732;111.45269;7;true;true;China;03249659453461639851179148277080073411815349876836249358185047520008465644040231 55644582786553711922219;93598455415468648084082374122960903028457789925623200251735915020748522318865511 51459127984895605955837;
908;Rodina;Indonesia;Tinabogan;2445 Hermina Lane;0.7821696;120.5307881;21;false;false;China;68630495592951081790141584708061741709492433747164177222380593452912399920581761 07482427599703323875447;58714953835211584609797134605086684106868330410647344904908300983002409448113887 86877926436698632851136;
909;Rolland;Indonesia;Made;203 Hanover Avenue;-7.280135;112.6347636;67;true;true;United States;34239175702250687494948966121863195853190841087703377584350053845725777948510699 43466290586192646632249;49050823791130130536921524552032372275041255093826607736182508118727212314340649 16689936378884666527732;
910;Elli;Indonesia;Jatimulyo;49503 Trailsway Junction;-7.9431343;112.6183751;18;false;false;Guatemala;81082790704740382722713467502050303975009513005594853697627577454769574365559648 41266579522233364605598;90542773110018067563686297029923296591453302484382909934594697843182815211151934 99240834233237892512990;
911;Joyce;Portugal;Famões;5127 Kennedy Plaza;38.7894166;-9.2036136;76;false;false;China;40498132059855893285309021591239264304670063849434730113782677659932430677561255 48865563132782329902323;89948565514407588716241664007636080486673418259557605241668134334470158701731488 94317442278882262479178;
912;Katherina;Philippines;Santa Praxedes;3 Emmet Hill;18.5632199;120.9903208;29;false;false;Nepal;82895714642408726819277341689104366937061402273005528782686733918145005782644354 05104542119866490514348;00642566007019631295684200533765816269685183980437701633138962799470375355419925 70328189454009442041033;
913;Tucker;China;Wuping;3028 Main Court;25.095277;116.100342;11;true;false;Czech Republic;63340275321224020293791296511785750607968471086033665456742767816261053559954070 07061663884234665329808;14108373540402952209993182928753358949537501237927940058964309644926802268931615 57886924146829592078464;
914;Ira;Japan;Hiji;8829 Del Mar Way;26.7255231;128.1765722;81;true;false;Finland;58329583390795361674503906623701943415098836787087401359242725732639047462751531 52891812760300290094217;04007128140832699841913855637607436857340382433222565705368435551626180811720854 19814017384322180245039;
915;Sonnie;Brazil;Soledade;10 Hoepker Parkway;-28.832995;-52.5745556;52;true;true;Indonesia;60557620067968896287487967394144236480460820828105745010643298880917664272795307 39565155452733760840350;90187065923411384017326805665742681066447350270762919305534015093566444563325081 34265896426578414981455;
916;Mala;Greece;Néa Flogitá;28651 Kinsman Parkway;40.2608574;23.2215193;81;false;true;Ukraine;92039125152816231961901786004105398260912299521399597530862229316794262697604272 75716563008999115181985;93138187691987024377972468298027055078806565660416827024962758308312277539681467 34449501176469504440646;
917;Katlin;Indonesia;Pasirjengkol;4 Bartelt Drive;-6.3045618;107.346448;98;true;true;Slovenia;91403504440558229463876050083263890985625964972401967533308687970885870712373244 85360898703808633322524;63802827877998881571482904967059168726038468994762809495373139685567867734310249 42161089536091078257085;
918;Sophronia;Russia;Novokuz’minki;335 Sage Point;53.1294318;87.4792556;57;true;true;Serbia;09405274295290559931589879453254938849384749495151719795263598523740248070825232 69047682194624905315610;26341899160092820887992412875204867126604585975486028728044866603750949470765129 68391483174184311187167;
919;Gilberto;Kazakhstan;Taldyqorghan;50452 Pearson Street;45.0177112;78.3804417;47;false;false;Russia;22977674100296773582798982682337653064837183751018394945490999558122789931028652 12931288242427995233393;39917771174543892113565146083504846305133327290965802357644149673463760465559023 54972792434574973927430;
