Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Hosteria Toblino,"via Garda 3, Sarche di Madruzzo, 38070","Sarche di Madruzzo",€€,"Country cooking, Contemporary",10.952054,46.0451034,+390461561113,https://guide.michelin.com/en/trentino-alto-adige/sarche/restaurant/hosteria-toblino,https://www.toblino.it/hosteria/ristorante/,Selected Restaurants,0,"Air conditioning,Car park,Garden or park,Restaurant offering vegetarian menus,Terrace,Wheelchair access","The most welcoming section of the extensive Cantina Toblino complex is home to the large, contemporary and minimalist-style Hosteria. Here, a young chef serves simple reinterpretations of regional dishes with a focus on zero-mile produce with the occasional yet astute use of ingredients from further afield."
Jamantè,"via San Vito 97, Polignano a Mare, 70044","Polignano a Mare",€€€,Modern Cuisine,17.2126493,40.9978139,+393516287773,https://guide.michelin.com/en/puglia/polignano-a-mare/restaurant/jamante,https://www.jamanteristorante.com,Selected Restaurants,0,"Air conditioning,Terrace","Located not far from the historic centre and the picturesque Lama Monachile beach, Jamantè is an elegant restaurant with well-spaced-out tables perfect for a stylish night out. With a focus on fish and seafood, the dishes have their roots in Puglian traditions yet have been successfully reinterpreted with personalised touches by the chef."
Gimmi Restaurant,"via San Pietro in Lama 23, Lecce, 73100","Lecce",€€€,Contemporary,18.1570943,40.3435723,+390832700920,https://guide.michelin.com/en/puglia/lecce/restaurant/gimmi-restaurant,https://www.chiostrodeidomenicani.it/ristorante/,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","Despite its location in a Dominican monastery dating from 1442 (also home to a boutique hotel), this restaurant is decidedly modern and minimalist in style, with a light-coloured floor, imposing stone columns, a cross-vaulted ceiling, and a dining room with a view of the glass-fronted wine display. The service here is friendly, attentive and highly efficient, while the top-quality cuisine includes highly recommended specialities such as Capelli d’angelo Benedetto Cavalieri, angel-hair pasta with mantis shrimp, seaweed spaghetti, Galateo saffron, celery and sweet pepper."
Filo,"SP 583 - Località Bagnana 96, Lezzeno, 22025","Lezzeno",€€€,Italian Contemporary,9.1867367,45.9452961,+390315375101,https://guide.michelin.com/en/lombardia/lezzeno/restaurant/filo,https://ristorantefilo.it,Selected Restaurants,0,"Air conditioning,Great view,Terrace","This restaurant boasts a superb lakeside location, offering views of the opposite shore, Comacina island and Villa Balbianello. The experience is enhanced by the modern cuisine, in which dishes from all over Italy are created by the young chef from Campania, from the opening appetisers to the coffee-paired desserts at the end of the meal. The recipes are sophisticated without being overly complicated, offering a choice of tasting menus or à la carte options. The full flavours of Italian cuisine delight the palate, while the beautiful presentation provides a feast for the eyes."
Dry Aged,"via Cesare Da Sesto 1, Milan, 20123","Milan",€€,"Contemporary, Grills",9.1737929,45.4568763,+390258107932,https://guide.michelin.com/en/lombardia/milano/restaurant/dry-aged,http://www.thedryaged.it,Selected Restaurants,0,"Air conditioning,Wheelchair access","Two partners with significant experience opened this lively venue: the rooms combine modern and classic styles in an industrial-New York style decorated with works by major street artists. At the entrance, the glass counter shows off meats of different breeds to be enjoyed even charcoal grilled, but there are also other specialties: appealing dishes with a modern preparation and homemade pastas."
Hydra,"via Antonio Mazza 30, Salerno, 84121","Salerno",€€,"Campanian, Contemporary",14.7607543,40.6784594,+390899958437,https://guide.michelin.com/en/campania/salerno/restaurant/hydra,http://www.ristorantehydra.com,Selected Restaurants,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","Situated in the picturesque historic centre of Salerno, this is one of the city’s best restaurants. The dining room here is almost minimalist in style, yet thanks to the soft lighting and beautiful background music it has a pleasing atmosphere; in fine weather, tables are set out in a charming inner courtyard. The cuisine is Mediterranean and contemporary, with a selection of light and creative meat, fish and vegetable dishes featuring on the menu."
Bottega Culinaria,"contrada Pontoni 72, San Vito Chietino, 66038","San Vito Chietino",€€€,"Creative, Seasonal Cuisine",14.4259026,42.3029465,+393391421111,https://guide.michelin.com/en/abruzzo/san-vito-chietino/restaurant/bottega-culinaria,https://www.bottegaculinaria.com/,Selected Restaurants,0,"Air conditioning,Car park,Garden or park,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Nestled amid a charming landscape of olive groves, this restaurant is not particularly easy to find, so make sure that you use a satnav or ask for directions when booking. A simple, minimalist-style dining room provides the backdrop for imaginative cuisine which includes plenty of vegetables and is full of contrasting flavours and reinterpreted regional influences."
Antica Trattoria Centro,"corso Italia 25, Levanto, 19015","Levanto",€€,"Seafood, Classic Cuisine",9.6100282,44.1693062,+390187808157,https://guide.michelin.com/en/liguria/levanto/restaurant/antica-trattoria-centro,,Selected Restaurants,0,"Air conditioning,Wheelchair access","Situated in the heart of Levanto just a stone’s throw from the sea, this trattoria serving traditional fish and seafood (as well as a few meat options) has been run by the same owners for almost 20 years. Friendly ambience, good service, plus a few tables in a small outdoor space which need to be booked well in advance."
Bebop,"via Riccardo Wagner 3, Palermo, 90139","Palermo",€€,Contemporary,13.3584633,38.1241378,+393295340388,https://guide.michelin.com/en/sicilia/palermo/restaurant/bebop,https://bebop-ristorante.business.site/,Selected Restaurants,0,Air conditioning,"Having studied classics, this young self-taught chef decided to follow his true passion, namely cooking. He prepares dishes inspired by Sicilian traditions yet reinterpreted with a personal twist, using the best regional products. The restaurant, situated in the heart of Palermo, is quiet and elegant yet also pleasantly informal in its service."
Corbezzoli,"via Altura 11 bis, Bologna, 40139","Bologna",€€,"Italian Contemporary, Creative",11.3944139,44.4625741,+390510562651,https://guide.michelin.com/en/emilia-romagna/bologna/restaurant/corbezzoli,http://www.corbezzoli.com,Selected Restaurants,0,"Air conditioning,Car park,Restaurant offering vegetarian menus,Wheelchair access","Situated in the Relais Bellaria hotel on the outskirts of the city, this contemporary-style restaurant serves equally modern cuisine which ranges from vegetarian dishes to meat and fish options, all of which are featured on three tasting menus and an à la carte. In the kitchen, the chef from Campania skilfully combines the flavours of his native region with those of his adopted Emilia in dishes which are both copious and colourful."
Augurio,"via Dietro le Mura B 16, Trento, 38122","Trento",€€€,"Country cooking, Contemporary",11.1265957,46.068051,+390461090443,https://guide.michelin.com/en/trentino-alto-adige/trento/restaurant/augurio,https://www.augurioristorante.it,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access","Opened by three brothers (Augurio is the family name), this restaurant in the city centre successfully combines the traditional and the modern in both its cuisine and its decor. The dining room, with an open-view kitchen on the ground floor, boasts an old, vaulted ceiling, while its wood furniture adds a contemporary look. The menu features local and Italian dishes reinterpreted with flavour and style. Lighter options are available at lunchtime; the grande carte needs to be ordered ahead of time."
Radici,"via Grimaldi 55, Modica, 97015","Modica",€€,"Sicilian, Traditional Cuisine",14.7603888,36.8603153,+393312369404,https://guide.michelin.com/en/sicilia/modica/restaurant/radici-1190542,https://www.accursioradici.it/,Selected Restaurants,0,"Air conditioning,Terrace","Accursio Craparo from the nearby Michelin-starred Accursio restaurant is the chef at the helm at Radici. In two simple yet elegant dining rooms, he serves more traditional and authentically Sicilian cuisine than at Accursio, offering guests the opportunity to sample dishes created by a great chef at a reasonable price."
L˜ARIA,"via Enrico Caronti 69, Blevio, 22020","Blevio",€€€€,"Contemporary, Asian Influences",9.1081554,45.8489326,+3903132511,https://guide.michelin.com/en/lombardia/blevio/restaurant/l-aria,https://www.mandarinoriental.com/it/lake-como/blevio/dine/l-aria,Selected Restaurants,0,"Garden or park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Occupying a modern lakeside building nestling in botanic gardens, this restaurant has an elegant and contemporary feel. Although the dishes served by new chef Massimiliano Blasone have a cosmopolitan flavour with the occasional hint of Asia, the selection of delicious desserts that follow are prepared with a combination of regional and exotic ingredients."
San Domenico,"via Colapesce 2, Pizzo Calabro, 89812","Pizzo Calabro",€€€,"Contemporary, Seafood",16.1636667,38.7368891,+393275971692,https://guide.michelin.com/en/calabria/pizzo-calabro/restaurant/san-domenico-1204856,http://www.sandomenicopizzo.it,Selected Restaurants,0,"Air conditioning,Great view,Terrace","Perched high on the tufa cliffs overlooking the Costa degli Dei, this contemporary-style restaurant boasts superb views from its dining room and especially from its panoramic summer terrace. The cuisine served by the young owner-chef is as modern as the setting – dishes are light and almost exclusively focused on local fish."
Antica Trattoria Giovanelli,"via Centrale 5, Sarturano, 29010","Sarturano",€,Country cooking,9.5089055,44.974308,+390523975209,https://guide.michelin.com/en/emilia-romagna/sarturano/restaurant/antica-trattoria-giovanelli,https://www.anticatrattoriagiovanelli.it,Selected Restaurants,0,"Air conditioning,Car park,Terrace","Situated in a charming rural setting at the foot of the surrounding hills, this trattoria has been run by the same family (now on the third generation) since 1939. Regional cuisine is to the fore here, with cured hams and roast and boiled meats all featuring on the menu, as well as its highly recommended homemade pastas and the almond tart with zabaione."
iPalici,"via Antonello da Messina 3, Viagrande, 95029","Viagrande",€€€,"Sicilian, Contemporary",15.1000181,37.615884,+390959891671,https://guide.michelin.com/en/sicilia/viagrande_1856445/restaurant/ipalici,https://www.relais-sangiuliano.it/ipalici/,Selected Restaurants,0,"Garden or park,Restaurant offering vegetarian menus,Terrace","Situated behind Acireale at the foot of Mount Etna National Park, this restaurant is located within the Relais San Giuliano. Deceptively uninteresting from the outside, this historic building and its inner courtyards boast a charm and grandeur that will take your breath away. A huge 16C wine press provides the backdrop for fine cuisine that is more than equal to its impressive setting. Here, the menu makes full use of vegetables and other Sicilian ingredients in dishes that are influenced by the island’s culinary traditions yet reinterpreted with a skilful contemporary twist by the chef."
Modì,"via Bucceri, Torregrotta, 98050","Torregrotta",€€€,"Sicilian, Contemporary",15.356928,38.1946117,+393450928345,https://guide.michelin.com/en/sicilia/torregrotta/restaurant/modi,https://www.modiristorante.it,Selected Restaurants,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","This restaurant has moved from its previous location in central Torregrotta to a more secluded setting slightly above the town centre, where it aims to offer its guests an even better dining experience. The owner-chef has more than achieved this, serving excellent Sicilian dishes reinterpreted with careful precision and a contemporary twist. A good wine list completes the picture."
Opera,"via Sant'Antonio da Padova 3, Turin, 10121","Turin",€€€,Italian Contemporary,7.6662476,45.0684854,+3901119507972,https://guide.michelin.com/en/piemonte/torino/restaurant/opera-1184623,http://www.operatorino.it,Selected Restaurants,0,"Air conditioning,Restaurant offering vegetarian menus,Wheelchair access","The former nineteenth century refectory of the nearby church has become the laboratory of a chef who is as skillful as he is creative: wrapped in the warm atmosphere of the brickwork of the evocative dining room, all the dishes have fruit as a recurring ingredient, which adds a touch of acidity and flavor to dishes of creative cuisine, whether of meat or fish, further enhanced by the work of an excellent sommelier."
Autem*,"via Serviliano Lattuada 2, Milan, 20135","Milan",€€€,"Farm to table, Modern Cuisine",9.2040052,45.4534577,+393512780368,https://guide.michelin.com/en/lombardia/milano/restaurant/autem,https://autem-milano.com/,Selected Restaurants,0,"Air conditioning,Wheelchair access","Situated in a lively district just a stone’s throw from the Porta Romana, this modern restaurant with an open-view kitchen (also visible from outside) now has a new wine cellar which is accessed via a flight of stairs and also doubles as a convivial dining room. Menus are handwritten on rice paper by the chef, emphasising the artisanal approach here, with recipes then explained by staff at your table. Luca Natalini, originally from Tuscany but also with experience from around the world, creates personalised meat and fish dishes such as red mullet and seasonal vegetables with a hollandaise sauce and lobster reduction."
Canova Restaurant,"sestiere San Marco 1243, Venice, 30124","Venice",€€€€,Contemporary,12.33718,45.43326,+390415289840,https://guide.michelin.com/en/veneto/venezia/restaurant/canova-restaurant,https://venice.baglionihotels.com/it/ristoranti/canova-restaurant,Selected Restaurants,0,Air conditioning,"Housed in an elegant hotel just behind St Mark’s Square, this gourmet restaurant is home to chef Gennaro Balice, who prepares visually impressive dishes from carefully chosen ingredients. Guests can choose from an à la carte or two tasting menus, one creative and Venetian in style, the other vegetarian. Simpler fare is available in the bistro next door or at tables on the outdoor terrace in fine weather."
L'Insolita Trattoria Tre Soldi,"via Gabriele d'Annunzio 4r/a, Florence, 50135","Florence",€€€€,Creative,11.2889584,43.7750043,+39055679366,https://guide.michelin.com/en/toscana/firenze/restaurant/l-insolita-trattoria-tre-soldi,https://insolitatrattoria.it/,Selected Restaurants,0,"Air conditioning,Terrace","A long-established trattoria opened by a married couple in the 1950s and now run by their son Lorenzo who serves highly personalised cuisine with a focus on local ingredients. The dishes have amusing and entertaining names such as “Amici per la pelle” (“Friends for life”), “Non è un pomodoro” (“This isn’t a tomato”), and “Solo un chicco di caffè” (“Just one coffee bean”). In addition to a classic menu, an intriguing ""Unconventional Experience"" is offered, in which guests have to guess the ingredients of the dishes by following some clues."
Rear Restaurant,"SS 7bis Km 50, Nola, 80035","Nola",€€€,Italian Contemporary,14.5122565,40.9326272,+393332111322,https://guide.michelin.com/en/campania/nola/restaurant/rear-restaurant,https://www.roworldexperience.com/rear/,Selected Restaurants,0,"Air conditioning,Car park,Interesting wine list,Wheelchair access","This restaurant with a modern, elegant dining room in which an entire wall is taken up by the open-view kitchen serves varied cuisine. In addition to more elaborate dishes, there’s also a choice of street food such as fried dishes, sandwiches, Spanish prosciutto and tacos, as well as raw fish and seafood, classic and more creative options, and various fish and meat main courses, many of which are cooked over the barbecue grill. The superb wine list includes a fine array of champagnes."
Quel Fantastico Giovedì,"via Castelnuovo 9, Ferrara, 44121","Ferrara",€€,Modern Cuisine,11.6197083,44.831357,+390532760570,https://guide.michelin.com/en/emilia-romagna/ferrara/restaurant/quel-fantastico-giovedi,https://quelfantasticogiovedi.it,Selected Restaurants,0,"Air conditioning,Terrace","Two small modern dining rooms with contemporary paintings on the walls provide the backdrop for classic specialities from Ferrara, as well as the chef’s renowned fish dishes at this restaurant, where booking is highly recommended, even at lunchtime!"
Le Cicale in Città,"via Macaggi 53, Genoa, 16121","Genoa",€€€,"Seafood, Italian",8.94195,44.40222,+39010592581,https://guide.michelin.com/en/liguria/genova/restaurant/le-cicale-in-citta,https://www.lecicalegenova.it/,Selected Restaurants,0,Air conditioning,"A classic-style dining room adorned with mirrors and silverware acts as the backdrop for fish and seafood dishes at this restaurant. The raw fish is particularly excellent, as are the mupa (a little-known fish that lives in the deep waters of the Mediterranean), prawns (in season) and home-made primi served with delicious sauces, such as the chicken plin with brown gravy. For special occasions, we recommend the table to the rear of the room near the arte povera-style dresser. Cheerful, friendly service adds to the appeal."
La Maison de Filip,"piazzetta Nicolò Rasmo 7, Trento, 38122","Trento",€€€,"Contemporary, Modern Cuisine",11.1247675,46.0711527,+3904611415530,https://guide.michelin.com/en/trentino-alto-adige/trento/restaurant/la-maison-de-filip,https://www.maisondefilip.it,Selected Restaurants,0,"Air conditioning,Counter dining,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Situated at the entrance to the pedestrian section of the beautiful city of Trento, this intimate restaurant has a modern, minimalist and vaguely Nordic style, with just a few solid wood tables and stools of different sizes. The menu features a concise selection of carefully thought-out dishes, with starters, first and main courses (meat, fish or vegetarian) that are elegant, well prepared and contemporary in style. Beautiful presentation completes the picture."
Duo,"via Senatore Dallorso 10, Chiavari, 16043","Chiavari",€€,"Contemporary, Italian",9.3232846,44.3174523,+390185475658,https://guide.michelin.com/en/liguria/chiavari/restaurant/duo-1192304,,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","In this restaurant housed in a historic palazzo in the centre of Chiavari, the owners have used the structural beauty of the building to showcase the skills of local artisans, resulting in a very attractive ambience. The modern cuisine is simple in style, allowing all the flavour of the ingredients to shine through."
Hazama,"via Savona 41, Milan, 20144","Milan",€€€€,"Japanese, Classic Cuisine",9.1619599,45.4534407,+390209955972,https://guide.michelin.com/en/lombardia/milano/restaurant/hazama,https://www.ristorantehazama.com,Selected Restaurants,0,"Air conditioning,Notable sake list","Japanese cuisine served in a small restaurant where both the cuisine and decor are minimalist in style. Here, young chef Satoshi Hazama creates light dishes full of Japanese flavour, all made from top-quality ingredients. The kaiseki menu served in the evening consists of seven or nine different courses."
Il Marchese - Osteria Mercato Liquori,"via dei Bossi 3, Milan, 20121","Milan",€€€,"Roman, Italian",9.1865103,45.4675105,+390258124986,https://guide.michelin.com/en/lombardia/milano/restaurant/il-marchese-osteria-mercato-liquori-1204539,https://www.ilmarchesemilano.it/,Selected Restaurants,0,"Air conditioning,Wheelchair access","Boasting a sumptuous Art Deco setting that contrasts pleasingly with the traditional cuisine served here, this restaurant is the Milanese sibling of Il Marchese in Rome which pays tribute to the famous Italian film “Il Marchese del Grillo” starring Alberto Sordi (it is also the first bar in Europe to offer more than 600 “amaro” liqueurs). The culinary philosophy here is based on traditional Roman cuisine with a contemporary flavour, including delicious specialities such as pasta with carbonara, matriciana and gricia sauces, veal saltimbocca, pork belly and much more besides!"
GioEle,"via Mazzini 26, Stradella, 27049","Stradella",€€,"Classic Cuisine, Contemporary",9.3021182,45.0771712,+39038543444,https://guide.michelin.com/en/lombardia/stradella/restaurant/gioele,https://www.ristorantegioele.com/,Selected Restaurants,0,"Air conditioning,Terrace","Situated in the town centre, this colourful and discreetly elegant restaurant offers friendly and professional service. The classic cuisine served here is modern in style, offering a choice of meat and fish dishes as well as a convenient business lunch menu. In summer, tables are arranged outdoors on the terrace and in the small courtyard."
Radici Osteria Contemporanea,"via Giuseppe Mazzini 13, Gallarate, 21013","Gallarate",€€,Modern Cuisine,8.7906603,45.6603438,+3903311224176,https://guide.michelin.com/en/lombardia/gallarate/restaurant/radici-osteria-contemporanea-1196408,https://www.radiciosteriacontemporanea.com,Selected Restaurants,0,"Air conditioning,Wheelchair access","Having moved to the pedestrianised section of historic Gallarate, Radici Osteria Contemporanea has also adopted a new look, with a lounge-bar ambience that is young and trendy, making it the perfect setting for its aperitifs and superb cocktails. The restaurant’s excellent, modern and personalised cuisine remains unchanged, however."
Aprudia,"largo del Forno 16, Giulianova, 64021","Giulianova",€€€,"Farm to table, Modern Cuisine",13.957713,42.7508655,+390852011844,https://guide.michelin.com/en/abruzzo/giulianova/restaurant/aprudia,http://www.aprudia.com,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","At this restaurant in the historic centre, where the vaulted brick ceiling provides a striking contrast with the modern furnishings, the chef celebrates the seasons through a whole range of ingredients to create truly delicious cuisine. Interesting tasting menus add to its appeal."
Rueda Gaucha,"viale Europa 18, Lignano Sabbiadoro, 33054","Lignano Sabbiadoro",€€,"Grills, Argentinian",13.1319961,45.6890181,+39043170062,https://guide.michelin.com/en/friuli-venezia-giulia/lignano-sabbiadoro/restaurant/rueda-gaucha,,Selected Restaurants,0,Terrace,"This restaurant is justifiably renowned for two specialities – firstly, its wide selection of cured hams including the famous Friuli prosciuttos as well as hams from further afield; and secondly, dishes (mainly meat sourced from Italy and further afield, although fish also features) cooked on the barbecue grill."
Antica Macelleria Cecchini - Solociccia,"via Chiantigiana 5, Panzano, 50022","Panzano",€€,Meats and Grills,11.3164788,43.5445111,+39055852020,https://guide.michelin.com/en/toscana/panzano/restaurant/antica-macelleria-cecchini-solociccia,https://www.dariocecchini.com,Selected Restaurants,0,"Air conditioning,Bring your own bottle,Restaurant offering vegetarian menus,Terrace","One of the most famous butchers in Italy has now turned his hand to cooking. At two locations, Solociccia or Officina della Bistecca, the menu is unique and served at a specific time with a meat proposal or a vegetarian option. Solociccia is only open for lunch."
Brindo,"via Libertà 18, Cusago, 20047","Cusago",€,Lombardian,9.03405,45.44692,+390290394429,https://guide.michelin.com/en/lombardia/cusago/restaurant/brindo-by-orlando,https://www.brindo.it,Selected Restaurants,0,Air conditioning,"The service is characterized by a cohesive and friendly team in welcoming guests to their small home. Brindo is an informal reality, where the cuisine is fun, engaging and more than simply territorial: raw foods, tartar and fish of the day are at the top!"
Ceresio 7,"via Ceresio 7, Milan, 20154","Milan",€€€,Modern Cuisine,9.1801177,45.4838968,+390231039221,https://guide.michelin.com/en/lombardia/milano/restaurant/ceresio-7,https://www.ceresio7.com,Selected Restaurants,0,"Air conditioning,Great view,Terrace","This designer-style restaurant is housed on the fourth floor of the historic ENEL palazzo, remodelled and converted into the Dsquared2 building. It combines the use of brass, marble and wood to create a successful blend of attractive colours and vintage decor. The view of Milan (even better from the long outdoor terrace with its two swimming pools) completes the picture, while the cuisine reinterprets Italian classics with a contemporary twist."
L'Aia dei Cappellani,"contrada Maurino, Trecchina, 85049","Trecchina",€,"Country cooking, Traditional Cuisine",15.7820677,40.0353088,+390973826937,https://guide.michelin.com/en/basilicata/trecchina/restaurant/l-aia-dei-cappellani,https://www.laiadeicappellani.com/,Selected Restaurants,0,"Air conditioning,Car park,Terrace","In the dining room there are old photos and equipment from country life, from the terrace the entire valley. Among widespread grasslands and olive trees enjoy fresh produce and home - cooked local dishes. In the dining room there are old photos and equipment from country life, from the terrace the entire valley. Among widespread grasslands and olive trees enjoy fresh produce and home - cooked local dishes."
Serendepico,"via della Chiesa di Gragnano 36, Capannori, 55012","Capannori",€€,"Fusion, Japanese",10.6239469,43.8723544,+393664159677,https://guide.michelin.com/en/toscana/capannori/restaurant/serendepico,https://www.serendepico.com/,Selected Restaurants,0,"Air conditioning,Car park,Terrace","An entertaining culinary experience, thanks to the Japanese chef who serves his own “fusion” cuisine influenced by Italian dishes (and occasionally European, such as the Basque cheesecake) with the occasional Japanese twist. On Thursdays, the menu is completely Japanese with a focus on typical specialities such as sushi, sashimi, tempura and gyoza dishes."
Caffè Dante Bistrot,"piazza dei Signori 2, Verona, 37121","Verona",€€,"Italian, Classic Cuisine",10.99831,45.44355,+390458000083,https://guide.michelin.com/en/veneto/verona/restaurant/caffe-dante-bistrot,https://www.caffedante.it/,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","This restaurant boasts an outdoor terrace overlooking one of the most beautiful squares in Verona, plus an equally attractive 19C-style room for indoor dining. The menu features a good balance of local and Italian specialities, with an emphasis on grilled main courses and a careful selection of high-quality meat. The extensive wine list includes labels from around the world."
Locanda Sensi,"località Case Negri 116, Rivergaro, 29029","Rivergaro",€€,"Italian Contemporary, Modern Cuisine",9.6081628,44.8948534,+3905231820409,https://guide.michelin.com/en/emilia-romagna/rivergaro/restaurant/locanda-sensi,http://www.locandasensi.eu,Selected Restaurants,0,"Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access","We highly recommend this pleasant country restaurant run by friendly and enthusiastic staff, where the owner appears frequently in the dining room. The ambience is modern and comfortable, the outdoor dining area boasts typical views of the Piacenza hills, and – last but not least – the food is excellent! The options on the fine-dining menu range from regional specialities to fish-based dishes, as well as various delicacies cooked on the barbecue grill, such as pigeon breast (served with pigeon leg, marinated breast, offal and rice timbale). The wine selection is also excellent."
Le Cedrare,"stradone Roma 8, Illasi, 37031","Illasi",€€,"Modern Cuisine, Classic Cuisine",11.1817991,45.4696236,+390456520719,https://guide.michelin.com/en/veneto/illasi/restaurant/le-cedrare,https://www.lecedrare.it/,Selected Restaurants,0,"Air conditioning,Garden or park,Terrace","This restaurant is housed in the 18C Villa Perez - Pompei - Sagramoso, in a room once used as a conservatory for orange and lemon trees. It serves excellent, inventive and regional cuisine in a charming location."
Osteria da Pietro,"via Chiassi 19, Castiglione delle Stiviere, 46043","Castiglione delle Stiviere",€€,"Classic Cuisine, Italian",10.4898173,45.3929003,+390376673718,https://guide.michelin.com/en/lombardia/castiglione-delle-stiviere/restaurant/osteria-da-pietro,https://www.osteriadapietro.it/,Selected Restaurants,0,"Air conditioning,Terrace","Housed in an elegant period building in the historic centre, this restaurant is run by a friendly couple, with the wife at the helm in the kitchen and the husband keeping a skilful eye on the front-of-house staff. Highlights on the menu include pumpkin tortelli and rose tart with Muscat zabaglione."
Il Convito della Venaria,"via Andrea Mensa 37/g, Venaria Reale, 10078","Venaria Reale",€€,Modern Cuisine,7.6258865,45.1351493,+390114598392,https://guide.michelin.com/en/piemonte/venaria-reale/restaurant/il-convito-della-venaria,https://www.ilconvitodellavenaria.it/,Selected Restaurants,0,Terrace,"This restaurant is run by an enthusiastic couple, with Lucia front of house in the classic and welcoming dining room and Christian at the helm in the kitchen. The menu is lighter (and less expensive) at lunchtime with a wider choice of regional and Italian fare in the evening, plus a few more creative options, including fish dishes. Comfortable guestrooms are also available, two of which have views of the royal palace."
Wicky's Innovative Japanese Cuisine,"corso Italia 6, Milan, 20122","Milan",€€€,"Japanese, Asian Contemporary",9.1879947,45.4598093,+390289093781,https://guide.michelin.com/en/lombardia/milano/restaurant/wicky-s-wicuisine,https://wicuisine.it/,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access","Although the contemporary, minimalist-style decor is typical of Japanese restaurants, the cuisine will come as more of a surprise, with its magical blend of classic Japanese dishes made from Mediterranean ingredients, beautifully presented and full of flavour. There are two dining rooms: one overlooking the road, and the other with an open-view kitchen and sushi bar, where the chef serves an evening tasting menu for guests happy to put their faith in his imaginative improvisational skills."
Piazza dei Mestieri,"via Jacopo Durandi 13, Turin, 10144","Turin",€€,"Modern Cuisine, Piedmontese",7.659965,45.081818,+3901119709679,https://guide.michelin.com/en/piemonte/torino/restaurant/piazza-dei-mestieri,https://www.ristorantelapiazza.com/,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","Situated on a redeveloped industrial site and part of a training school, this restaurant offers a more concise menu at lunchtime with lower prices than the evening, but with the same high-quality cuisine. Our inspector recommends the spaghetti with spring onion and bottarga, accompanied by one of the craft beers produced on site. There’s also an attractive terrace for alfresco dining in fine weather."
CiPASSO,"via Metastasio 21, Rome, 00186","Rome",€€,"Roman, Mediterranean Cuisine",12.4759493,41.9020011,+390668892620,https://guide.michelin.com/en/lazio/roma/restaurant/cipasso-bistrot,http://www.cipassoitalia.it,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","This contemporary bistro with a hint of vintage style in its decor now has a new location. The menu is inspired by Roman traditions, with the occasional imaginative twist and other more Mediterranean-inspired dishes, all showing a strong focus on seasonal ingredients. The excellent wine list includes a whole page dedicated to wines by the glass. Friendly yet professional service from the young team completes the picture."
Osteria alle Testiere,"calle del Mondo Novo, sestiere  Castello 5801, Venice, 30122","Venice",€€€,"Venetian, Modern Cuisine",12.3402061,45.4370846,+390415227220,https://guide.michelin.com/en/veneto/venezia/restaurant/osteria-alle-testiere,https://www.osterialletestiere.it/?lang=it,Selected Restaurants,0,Air conditioning,"This restaurant, now one of the most popular bistros in Venice, started out as a typical Venetian “bacaro”. The cuisine focuses on traditional Mediterranean and Venetian dishes, including vegetables, many of which are grown in a kitchen garden on Sant'Erasmo island (Osti in Orto) – an initiative which sees a number of small restaurants coming together to grow and share produce. The menu changes in line with market availability. With just a few tables, booking well in advance is highly recommended."
Bacchus,"via degli Astronauti 2, Olbia, 07026","Olbia",€€,Sardinian,9.513562,40.908688,+390789651010,https://guide.michelin.com/en/sardegna/olbia/restaurant/bacchus,https://www.bacchusristorante.it/,Selected Restaurants,0,"Air conditioning,Car park,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Ideal for visitors to Olbia, this modern, fresh and young restaurant serves typical regional specialities alongside more imaginative fish dishes. In fine weather, ask for a table on the lovely terrace overlooking the swimming pool."
Maso Runch-Hof,"via Runch 11, Pedraces, 39036","Pedraces",€€,"Regional Cuisine, South Tyrolean",11.8885636,46.6116075,+390471839796,https://guide.michelin.com/en/trentino-alto-adige/pedraces/restaurant/maso-runch-hof,https://www.masorunch.it/it/,Selected Restaurants,0,Car park,"Surrounded by woods, a trip to this restaurant housed in an 18C farmhouse is like taking a journey back in time. Take a seat in one of the wood-adorned Stube-style rooms and enjoy generous portions of delicious home-cooked Ladin specialities featured on a single tasting menu, including cajinci t’ega (spinach-filled ravioli), excellent pork ribs with polenta, and apple strudel. The small wine list has the same local focus, featuring labels from the Alto Adige region. A recent addition, the restaurant also now has a few spacious, welcoming chalets available for guests."
